country,substation_id,action,destination,reason
germany,11000061370,remove,belgium,duplicate of belgium BE_v43_3e1af124291f at 0.05 m
germany,11000061372,reassign,belgium,new to belgium
germany,11000061373,reassign,belgium,new to belgium
germany,11000061381,remove,belgium,duplicate of belgium BE_v43_5925539a5732 at 0.00 m
germany,11000061494,remove,belgium,duplicate of belgium BE_1144626038 at 0.40 m
germany,11000061495,remove,belgium,duplicate of belgium BE_1144626042 at 0.67 m
germany,11000061556,reassign,belgium,new to belgium
germany,11000061777,remove,netherlands,duplicate of netherlands NL_v43_8ea567145d78 at 0.02 m
germany,11000061958,reassign,belgium,new to belgium
germany,11000061978,remove,netherlands,duplicate of netherlands NL_v43_01a91436a938 at 0.02 m
germany,11000062156,remove,france,duplicate of france 1000191267 at 0.02 m
germany,11000062285,remove,luxembourg,duplicate of luxembourg LU_v43_140459317e83 at 0.01 m
germany,11000062306,remove,luxembourg,duplicate of luxembourg LU_v43_a93327f4f666 at 0.05 m
germany,11000062348,reassign,luxembourg,new to luxembourg
germany,11000062549,reassign,luxembourg,new to luxembourg
germany,11000062550,reassign,luxembourg,new to luxembourg
germany,11000062606,remove,belgium,duplicate of belgium BE_1220278961 at 1.20 m
germany,11000062665,remove,luxembourg,duplicate of luxembourg LU_v43_10124e54c73c at 0.04 m
germany,11000062670,reassign,luxembourg,new to luxembourg
germany,11000062777,remove,luxembourg,duplicate of luxembourg LU_1235781638 at 0.72 m
germany,11000063202,remove,luxembourg,duplicate of luxembourg LU_v43_c922933f6a3f at 0.03 m
germany,11000063215,remove,luxembourg,duplicate of luxembourg LU_v43_55ddc3542be0 at 0.03 m
germany,11000063254,remove,luxembourg,duplicate of luxembourg LU_v43_094ab323e301 at 0.01 m
germany,11000063420,remove,luxembourg,duplicate of luxembourg LU_v43_abc4da0e5e6a at 0.03 m
germany,11000063421,remove,luxembourg,duplicate of luxembourg LU_v43_d1616a6c888f at 0.06 m
germany,11000063480,remove,luxembourg,duplicate of luxembourg LU_v43_8986c0d5146f at 0.02 m
germany,11000063482,reassign,luxembourg,new to luxembourg
germany,11000063483,remove,luxembourg,duplicate of luxembourg LU_v43_54c785d9bea1 at 0.01 m
germany,11000063484,remove,luxembourg,duplicate of luxembourg LU_v43_05e6c20c8b95 at 0.02 m
germany,11000063597,remove,belgium,duplicate of belgium BE_1298631267 at 0.45 m
germany,11000063622,remove,netherlands,duplicate of netherlands NL_v43_7d6a1aeffc1f at 0.01 m
germany,11000063857,remove,belgium,duplicate of belgium BE_v43_bab463958d71 at 0.04 m
germany,11000064138,reassign,france,new to france
germany,11000064199,reassign,netherlands,new to netherlands
germany,11000064200,remove,netherlands,duplicate of netherlands NL_v43_36b3aaa463dc at 0.01 m
germany,11000064325,remove,luxembourg,duplicate of luxembourg LU_v43_46a8d8f53768 at 0.05 m
germany,11000064640,remove,luxembourg,duplicate of luxembourg LU_v43_fa0ce8dc0c3c at 0.05 m
germany,11000064719,remove,france,duplicate of france 1000193132 at 0.03 m
germany,11000064724,remove,france,duplicate of france 1000193133 at 0.03 m
germany,11000064960,remove,france,duplicate of france 1000193361 at 0.04 m
germany,11000064961,remove,france,duplicate of france 1000193362 at 0.06 m
germany,11000064962,remove,france,duplicate of france 1000193363 at 0.03 m
germany,11000065317,remove,france,duplicate of france 1000193514 at 0.02 m
germany,11000065329,remove,france,duplicate of france 1000193517 at 0.03 m
germany,11000065379,remove,france,duplicate of france 1000193531 at 0.02 m
germany,11000065524,reassign,luxembourg,new to luxembourg
germany,11000065595,remove,france,duplicate of france 1000193624 at 0.04 m
germany,11000065668,remove,luxembourg,duplicate of luxembourg LU_v43_e501636a4ea8 at 0.03 m
germany,11000066065,remove,france,duplicate of france 1000193880 at 0.01 m
germany,11000066138,remove,belgium,duplicate of belgium BE_1430100986 at 0.75 m
germany,11000066573,remove,france,duplicate of france 1000194135 at 0.05 m
germany,11000066624,remove,netherlands,duplicate of netherlands NL_v43_a3aea114e919 at 0.04 m
germany,11000066699,remove,netherlands,duplicate of netherlands NL_v43_484b581a8393 at 0.03 m
germany,11000066777,remove,netherlands,duplicate of netherlands NL_v43_b72f82ee2b75 at 0.05 m
germany,11000066780,reassign,luxembourg,new to luxembourg
germany,11000066789,reassign,france,new to france
germany,11000066865,remove,netherlands,duplicate of netherlands NL_v43_ab326ff8e31c at 0.02 m
germany,11000066992,remove,luxembourg,duplicate of luxembourg LU_v43_24b31bca7232 at 0.05 m
germany,11000067036,reassign,france,new to france
germany,11000067274,remove,belgium,duplicate of belgium BE_1498361381 at 0.57 m
germany,11000067555,remove,netherlands,duplicate of netherlands NL_v43_d2e052210133 at 0.03 m
germany,11000067556,remove,netherlands,duplicate of netherlands NL_v43_451e3493c25e at 0.05 m
germany,11000067557,remove,netherlands,duplicate of netherlands NL_v43_c8cb51595a45 at 0.06 m
germany,11000067587,remove,netherlands,duplicate of netherlands NL_v43_ac8557a17735 at 0.04 m
germany,11000067588,remove,netherlands,duplicate of netherlands NL_v43_f884cfb15110 at 0.01 m
germany,11000104309,reassign,poland,new to poland
germany,11000105280,reassign,czechia,new to czechia
germany,11000106241,remove,poland,duplicate of poland PL_v43_c2d9238b159a at 0.03 m
germany,11000107277,remove,czechia,duplicate of czechia CZ_7067135733 at 0.05 m
germany,11000107548,remove,czechia,duplicate of czechia CZ_8207957841 at 0.03 m
germany,11000107549,remove,czechia,duplicate of czechia CZ_8207957845 at 0.04 m
germany,11000110420,remove,czechia,duplicate of czechia CZ_v43_d9c85c437b45 at 0.03 m
germany,11000111078,remove,czechia,duplicate of czechia CZ_v43_31a00d457113 at 0.06 m
germany,11000111079,reassign,czechia,new to czechia
germany,11000111476,remove,czechia,duplicate of czechia CZ_v43_29e768e988b2 at 0.04 m
germany,11000111841,remove,poland,duplicate of poland PL_85703996 at 0.00 m
germany,11000112362,remove,czechia,duplicate of czechia CZ_v43_1aef42748de6 at 0.01 m
germany,11000112455,remove,czechia,duplicate of czechia CZ_v43_0977382df319 at 0.06 m
germany,11000113231,remove,czechia,duplicate of czechia CZ_v43_051ec71f4fcf at 0.05 m
germany,11000113284,remove,poland,duplicate of poland PL_148860507 at 0.00 m
germany,11000113285,remove,poland,duplicate of poland PL_148882316 at 0.00 m
germany,11000113383,reassign,czechia,new to czechia
germany,11000113466,remove,czechia,duplicate of czechia CZ_v43_236a291db9d8 at 0.03 m
germany,11000113467,reassign,czechia,new to czechia
germany,11000113637,remove,czechia,duplicate of czechia CZ_v43_fd7a9b83fa94 at 0.05 m
germany,11000114117,remove,poland,duplicate of poland PL_178637143 at 0.00 m
germany,11000114212,remove,czechia,duplicate of czechia CZ_v43_8498cdcff839 at 0.05 m
germany,11000114720,remove,czechia,duplicate of czechia CZ_v43_a7b07a049299 at 0.02 m
germany,11000115314,remove,czechia,duplicate of czechia CZ_v43_168c32a23ae8 at 0.01 m
germany,11000115426,remove,czechia,duplicate of czechia CZ_v43_bac25173c895 at 0.06 m
germany,11000115779,reassign,czechia,new to czechia
germany,11000115876,remove,czechia,duplicate of czechia CZ_v43_0c4ee903c7ed at 0.02 m
germany,11000115899,remove,czechia,duplicate of czechia CZ_v43_ab8df1ff9283 at 0.04 m
germany,11000116438,remove,czechia,duplicate of czechia CZ_v43_4b4a725513a9 at 0.05 m
germany,11000116444,remove,czechia,duplicate of czechia CZ_v43_5382e5fc6811 at 0.04 m
germany,11000116484,remove,czechia,duplicate of czechia CZ_v43_fbb6176d4234 at 0.04 m
germany,11000116638,remove,czechia,duplicate of czechia CZ_v43_ef2ce5e79bf5 at 0.03 m
germany,11000116639,remove,czechia,duplicate of czechia CZ_v43_bace665064ee at 0.03 m
germany,11000116908,remove,czechia,duplicate of czechia CZ_v43_a03d050a0f69 at 0.05 m
germany,11000117363,remove,czechia,duplicate of czechia CZ_v43_1b00d06203b6 at 0.05 m
germany,11000117425,reassign,czechia,new to czechia
germany,11000117645,reassign,czechia,new to czechia
germany,11000117886,remove,czechia,duplicate of czechia CZ_v43_05e489740546 at 0.05 m
germany,11000118016,remove,czechia,duplicate of czechia CZ_v43_c1c4308be664 at 0.04 m
germany,11000118098,remove,czechia,duplicate of czechia CZ_v43_6b5f7b411e39 at 0.03 m
germany,11000118182,remove,czechia,duplicate of czechia CZ_v43_f803318bdde2 at 0.05 m
germany,11000118235,remove,poland,duplicate of poland PL_296064524 at 2.12 m
germany,11000118392,remove,poland,duplicate of poland PL_300624969 at 0.00 m
germany,11000118431,remove,czechia,duplicate of czechia CZ_v43_8cb36a2bb1f3 at 0.05 m
germany,11000118432,remove,czechia,duplicate of czechia CZ_v43_941b1b72ea2b at 0.03 m
germany,11000118452,remove,czechia,duplicate of czechia CZ_v43_372e5b043b25 at 0.04 m
germany,11000118475,remove,czechia,duplicate of czechia CZ_v43_ba12ab0cd688 at 0.03 m
germany,11000118560,reassign,czechia,new to czechia
germany,11000118711,remove,poland,duplicate of poland PL_v43_dd1195d4b8fa at 0.02 m
germany,11000119054,remove,czechia,duplicate of czechia CZ_v43_afe5fb9c7861 at 0.00 m
germany,11000119104,remove,czechia,duplicate of czechia CZ_v43_6c4d6779112f at 0.03 m
germany,11000119307,remove,czechia,duplicate of czechia CZ_v43_7472d400065a at 0.02 m
germany,11000119319,remove,czechia,duplicate of czechia CZ_v43_f02172b8a957 at 0.03 m
germany,11000119320,remove,czechia,duplicate of czechia CZ_v43_b9f322d0de69 at 0.02 m
germany,11000119321,reassign,czechia,new to czechia
germany,11000119629,remove,poland,duplicate of poland PL_v43_e32c1151899c at 0.04 m
germany,11000119955,remove,czechia,duplicate of czechia CZ_v43_1ee5f089776d at 0.05 m
germany,11000120079,remove,czechia,duplicate of czechia CZ_v43_b29dfbf03081 at 0.04 m
germany,11000120161,remove,czechia,duplicate of czechia CZ_v43_d9c3b9f57e58 at 0.04 m
germany,11000120240,remove,czechia,duplicate of czechia CZ_v43_e50ec278352c at 0.02 m
germany,11000120288,remove,czechia,duplicate of czechia CZ_v43_b7d85db275a0 at 0.03 m
germany,11000120935,remove,czechia,duplicate of czechia CZ_v43_a4b0f9683197 at 0.04 m
germany,11000121190,reassign,czechia,new to czechia
germany,11000121191,remove,czechia,duplicate of czechia CZ_v43_0f92de92b759 at 0.04 m
germany,11000121201,remove,czechia,duplicate of czechia CZ_v43_a9d140d8b1b0 at 0.05 m
germany,11000121205,remove,czechia,duplicate of czechia CZ_v43_00c831e52363 at 0.04 m
germany,11000121304,remove,czechia,duplicate of czechia CZ_v43_461b4f43b00d at 0.04 m
germany,11000121529,remove,poland,duplicate of poland PL_v43_5e9065945fd9 at 0.06 m
germany,11000121544,remove,poland,duplicate of poland PL_v43_d36e8dff1152 at 0.05 m
germany,11000122139,reassign,poland,new to poland
germany,11000122276,remove,czechia,duplicate of czechia CZ_v43_84334d54cc79 at 0.06 m
germany,11000122290,remove,czechia,duplicate of czechia CZ_v43_173a194eeb56 at 0.05 m
germany,11000122537,reassign,czechia,new to czechia
germany,11000123099,remove,czechia,duplicate of czechia CZ_v43_be5994234b8e at 0.06 m
germany,11000123164,reassign,czechia,new to czechia
germany,11000123165,reassign,czechia,new to czechia
germany,11000123712,remove,czechia,duplicate of czechia CZ_v43_e79d3a11c5f4 at 0.01 m
germany,11000124006,reassign,czechia,new to czechia
germany,11000124422,remove,czechia,duplicate of czechia CZ_v43_74197ac5ef41 at 0.04 m
germany,11000124443,remove,poland,duplicate of poland PL_v43_2d2980287b9f at 0.03 m
germany,11000124844,remove,poland,duplicate of poland PL_v43_6f5e28df69a8 at 0.01 m
germany,11000125129,remove,poland,duplicate of poland PL_v43_2e679c5b8065 at 0.04 m
germany,11000125172,reassign,czechia,new to czechia
germany,11000125810,remove,czechia,duplicate of czechia CZ_v43_3b127dbcc57b at 0.02 m
germany,11000126110,remove,czechia,duplicate of czechia CZ_v43_9876cf454cdf at 0.01 m
germany,11000126116,remove,czechia,duplicate of czechia CZ_v43_1e80ad53a6e5 at 0.05 m
germany,11000126205,remove,czechia,duplicate of czechia CZ_v43_1074027bf1e1 at 0.07 m
germany,11000126224,reassign,czechia,new to czechia
germany,11000126473,remove,czechia,duplicate of czechia CZ_v43_fb42716e54f6 at 0.01 m
germany,11000126569,reassign,czechia,new to czechia
germany,11000127193,remove,czechia,duplicate of czechia CZ_v43_e4daf87c81d8 at 0.06 m
germany,11000127200,remove,czechia,duplicate of czechia CZ_v43_0fdffd4ae50c at 0.03 m
germany,11000127201,remove,czechia,duplicate of czechia CZ_v43_f3fe0d82bd04 at 0.04 m
germany,11000127212,remove,czechia,duplicate of czechia CZ_v43_349c1184e25e at 0.05 m
germany,11000127215,reassign,czechia,new to czechia
germany,11000127305,remove,czechia,duplicate of czechia CZ_v43_d8200421bf9c at 0.04 m
germany,11000127558,remove,poland,duplicate of poland PL_v43_85f10ad8fc75 at 0.03 m
germany,11000127758,remove,poland,duplicate of poland PL_v43_7b899eed0f83 at 0.03 m
germany,11000127839,remove,czechia,duplicate of czechia CZ_v43_99464e0f6f2e at 0.04 m
germany,11000127840,remove,czechia,duplicate of czechia CZ_v43_1af45f622338 at 0.04 m
germany,11000127851,remove,czechia,duplicate of czechia CZ_v43_7be45300048e at 0.04 m
germany,11000128000,remove,poland,duplicate of poland PL_v43_5efca26e6142 at 0.04 m
germany,11000128636,reassign,czechia,new to czechia
germany,11000128897,remove,czechia,duplicate of czechia CZ_v43_dc5cf89305c1 at 0.01 m
germany,11000129005,remove,poland,duplicate of poland PL_v43_977b8120b307 at 0.05 m
germany,11000129006,remove,poland,duplicate of poland PL_v43_dddbb42bb7b3 at 0.00 m
germany,11000129010,remove,czechia,duplicate of czechia CZ_v43_96ea80293507 at 0.04 m
germany,11000129011,reassign,czechia,new to czechia
germany,11000129012,remove,czechia,duplicate of czechia CZ_v43_e3ab4c44f7fc at 0.06 m
germany,11000129013,remove,czechia,duplicate of czechia CZ_v43_72d82273e37e at 0.03 m
germany,11000129014,remove,czechia,duplicate of czechia CZ_v43_21ae25c1c943 at 0.05 m
germany,11000129062,reassign,czechia,new to czechia
germany,11000129589,remove,czechia,duplicate of czechia CZ_v43_0abbdcbbe8fd at 0.03 m
germany,11000129782,remove,poland,duplicate of poland PL_v43_c5eb32ecbe16 at 0.04 m
germany,11000131384,remove,czechia,duplicate of czechia CZ_v43_3fe75efd303c at 0.03 m
germany,11000131729,remove,austria,duplicate of austria AT_v43_6907f9312448 at 0.03 m
germany,11000131767,remove,austria,duplicate of austria AT_v43_5da0d7bae220 at 0.01 m
germany,11000131903,remove,switzerland,duplicate of switzerland CH_v43_d417d47c933c at 0.03 m
germany,11000131904,remove,switzerland,duplicate of switzerland CH_v43_d54a899ad482 at 0.05 m
germany,11000131908,remove,switzerland,duplicate of switzerland CH_v43_d4e089c36937 at 0.06 m
