province,region,gdp_per_capita,unemployment_rate,elderly_pct,ep_rate,migration_score,_data_source
Us,USA,86169.7,4.02,17.93,10.0,0.5,P15-C World Bank Open Data (gdppe:wb; unemp:wb; elder:wb)
